Id,Text,Nutrients,Foods,Enhance,Inhibit,Label
34375368.pdf," According to FAOsInvestment Centre Division [14] the average cost for annual wheat flour production would beUSD 1401/ton of wheat grains; while the cost for the annual production of xiquexique flourwould be around USD 7814/ton of xiquexique cladode, considering the fixed and variablecosts of a technological process of a self-sustainable food matrixNew technologies and ingredients are being introduced worldwide to fulfill nutritionalneeds [15, 16] Functional foods, including whole foods and fortified, enriched, or enhancedfoods or dietary components, may reduce the risk of chronic disease and provide healthbenefits beyond basic nutrition",,milk,enhance,,
34382143.pdf," Additional testing of several formulation strategiesresulted in the development of the second formulation, whichdiffered in both composition and manufacturing process com-pared to the first formulation In this respect, the second for-mulation  included the initial incorporation ofdocetaxel in a 8515% t-butyl alcohol - water solution 93% v/v full fat  milk, a mixture that was further freeze-driedthrough an optimized lyophilization cycle  until complete removal of frozen sol-vents and formation of a proper cake The freeze-dried for-mulation was then reconstituted with a certain amount ofwater to reach the desired concentration just prior to drugadministration The third developed formulation was the same as Formulation B, with theaddition of the absorption enhancing agent, ritonavir within the milk-based formulation Studies have shown that ritonavir, aCYP3A/P-glycoprotein inhibitor, can strongly enhance theapparent oral bioavailability of docetaxel",fat,milk,enhance,inhibit,
34382143.pdf," Importantly, milk appears tohave attractive formulation properties, especially with re-spect to novel oral formulations Specifically, the complexinterfacial layer of milk known as the milk fat globulemembrane  stabilizes the fat globule in milk, con-stituting an effective natural surface-active medium In addition, fat globules of milk present stability undergastric conditions, and several MFGM proteins seem tobe resistant to gastric digestion  Notably, fat globulesin milk present extended bioavailability in the stomach The above-mentioned properties of milk could po-tentially enhance the pharmacokinetics of a therapeuticentrapped in a milk formulation",fat,"coconut, oil",enhance,,
34435339.pdf," Alkylsaccha-rides are safe, nontoxic, odorless, tasteless, nonmutagenic, and nonsensitizing in the Draize test at concentrations of up to 25%; they are commonly used as food emulsifiers [23] Some alkylsaccharides have shown promise as absorption enhancers [23]Dodecyl maltoside  and tetradecyl maltoside  are closely related longer-chain, efficient alkylsaccharide absorption enhancers  [23, 26] Dodecyl maltoside and TDM are proprietary trans-mucosal-absorption enhancers Maltose is a diglucose that metabolizes to glucose, and DDM also includes dodecanol, a fatty alcohol that is an organic compound manufactured from palm or coconut oil, which metabolizes to the fatty acid lauric acid, a common component of triglycerides [23]",,"egg, seeds",enhance,,
34442292.pdf,"10 Regulation of Primary Production via Soil DisturbancesMacro-arthropods disturb the microtopography of the soil surface during burrowing,egg-laying, and foraging activity, creating pits and mounds of subterranean soil Suchlocal disturbances often enable the accumulation of detritus [81], seeds [82], and runoffwater [69,83], and alter the microclimatic conditions within the pits [84]  Theaccumulation of resources and the more favorable climatic conditions promote primaryproduction and plant recruitment [85] For example, ant nests in the Chihuahuan desertenhance soil moisture and nitrogen content and serve as hot spots for annual plants [85]",moisture,"potato, beans",enhance,,
34442738.pdf," Commonly used crops for rotation in potato production include,but are not limited to, Brassica crops , grain crops , legumes , and beets  Mungbeanand sunn hemp used as a non-host rotation crop reduce Streptomyces scabies populationin soil and enhance rhizospheric soil microora, especially the antagonists uorescentpseudomonads and Trichoderma spp through root exudates [55], and sunn hemp has anallelopathic effect in suppressing soilborne diseases and nematodes [38] Broad beans affectsoil microbial communities, diversity and crop yield in a long-term continuous potatocropping eld [56] In summary, rotation crops are selected based on the criteria that theyare  non-host cash crops;  economically viable options;  crops containing substancessuch as antimicrobial activities [22,27,53,57]",,"barley, potato",enhance,suppress,
34442738.pdf," Non-host and allelopathic effects of plants are sources of disease suppression Soilbornepathogens such as Colletotrichum coccodes, the causal agent of black dot, that depend highlyon the host, can be eliminated by extended periods without the potato host [51] How-ever, most pathogens can sustain at a certain level without the presence of hosts [77], somore aggressive actions should be taken The application of plant-based amendments cansuppress soilborne pathogens by interrupting their life cycles and reducing their survivaland accumulation [78] For example, soybean used as green manure signicantly reducedcommon scab build up [66], and potato rotated with red clover or barley undersownwith red clover reduced pink rot [63] and Rhizoctonia-caused diseases [54]",,potato,,suppress,
34442738.pdf,",Lysobacter spp, and Streptomyces spp [116,117] Bacillus velezensis BAC03 effectively controlscommon scab of potato due to the production of LCI polypeptide [8,67] and endophyticbacteria Bacillus velezensis strain 84 has a strong inhibitory effect on various pathogens,such as Streptomyces galilaeus, Phoma foveat, Rhizoctonia solani, Fusarium avenaceum andColletotrichum coccodes [118] Bacillus subtilis suppresses Streptomyces scabies by producingAMEP412, a protein elicitor with antimicrobial activity [119]",protein,"millet, potato",,"suppress, inhibit",
34442738.pdf,"Although there is not always signicant yield benet, biochar may contribute in someother ways, such as in the absorption of toxins or heavy metals [109], in the interactionwith microbes, and in improving soil carbon sequestration [60,109] Increasing yield andreducing disease are often related, but can be affected by different mechanisms Since mostorganic amendments are rich in carbon or nitrogen, it is not surprising that their applicationcan increase plant yield However, they may not be highly effective in disease suppressionFor example, incorporating millet into soil had little effect on the reduction in Verticilliumwilt, but signicantly increased potato yield up to 50% [49]",,"barley, potatoes, potato, sugar",,suppress,
34442738.pdf," may have antagonistic effects on disease suppression, they may notbe highly effective to inhibit all pathogens, and sometimes can increase the population ofcertain organisms, such as Rhizoctonia spp [28]In applying crop rotation, a longer crop rotation leads to better disease control; how-ever, this is not always practical for economic purposes In addition, it can be challengingto select rotation crops because there are limited sources of crops that are not infected and some plants used for rotation with potato may be susceptible to othernon-target pathogens For example, barley, cotton and sugar beets do not reduce, butrather increase common scab with each successive crop of potatoes [66]",,"cowpea, maize",,"suppress, inhibit",
34442738.pdf," Some plants  not susceptible to certain pathogens can harbor or increase the population of thesepathogens during the growing season, such as cowpea, riverhemp, and maize, which canincrease Streptomyces scabies [55] The application of green manure can suppress Rhizoctoniaspp and recovery of Pratylenchus spp, but increases Pythium population [58] Ultimately,there is no one size ts all formula in the use of amendments",,sugar,,suppress,
34444686.pdf,"2 Making the Switch from Animals to Plants: Nutrient Density versus Protein Quantityand QualityMuch of the commentary around shifting from animal- to plant-based protein dietshas centered on the poor protein quantity and quality of plant-based foods [4,30] However,our comparisons highlight that protein quality or quantity is unlikely to be an issue andmany plant proteins and protein blends are capable of meeting daily protein requirements,particularly when consuming a variety of plant foods Concerns have been raised aboutconsuming adequate protein from vegetarian and vegan diets [14,15], yet today a majorityof consumers in developed countries tend to exceed protein requirements [36] The currentcomparison suggests the challenge for the emerging plant-based product market willbe to enhance nutrient-poor plant sources with adequate micronutrients while reducingconsumers need to add public health-sensitive nutrients such as sugar, salt and fat toenhance the palatability of these products","fat, protein","meat, milk","raise, enhance",,
34444686.pdf,"5% for vegans [69] Another study saw substitutions of meat, milk anddairy desserts for plant-based substitutes to modify the energy share of UPFs from 29%to 2740% depending on individual foods used [49] Thus, many consumers seeking toavoid processed foods when shifting to plant-based diets, especially vegan diets, may ndthemselves conicted when faced with messages to consume more of the novel PBMAsThough processed foods have been associated with increased disease risk [70], not all areunhealthful , and it is not clear whether aspects of processingor food formulation are primarily associated with diet-related chronic disease Thereis potential for food technology to develop affordable, sustainable and nutritious meatand milk analogues to enhance the nutritional content of diets and benet consumerhealth [71]",energy,"meat, seeds",enhance,,
